Cod_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,resp_homem,resp_mulher,prop_res_mulher,prop_res_homem
250270605000001,44,31,42,27,14,4,17,2,0,0,0,0,0,42,10,11,4,1,0,30,24,18,7,5,3,23,25,11,5,1,0,0,5,6,2,0,0,0,249,165,0.39855072463768115,0.6014492753623188
250270605000002,35,35,30,20,6,16,14,2,0,0,0,0,0,33,13,6,1,0,0,28,15,19,10,8,4,24,18,7,1,0,0,0,10,2,2,0,0,0,211,148,0.41225626740947074,0.5877437325905293
250270605000003,17,19,20,21,6,15,10,3,1,0,0,0,0,14,10,2,2,1,0,14,12,14,15,9,5,10,13,5,4,5,1,1,1,0,0,1,0,0,141,110,0.43824701195219123,0.5617529880478087
250270605000004,24,28,26,16,11,11,5,4,0,0,0,0,0,20,15,5,0,0,0,8,13,8,2,1,4,3,6,5,1,0,0,0,2,1,1,0,0,0,165,55,0.25,0.75
250270605000005,12,12,23,8,13,4,2,2,0,0,0,0,0,10,2,8,1,1,0,4,3,2,2,0,2,2,1,0,1,0,0,0,3,2,0,0,0,0,98,22,0.18333333333333332,0.8166666666666667
250270605000006,12,17,17,8,5,5,3,0,0,0,0,0,0,12,8,2,1,0,0,3,5,0,2,3,2,1,2,1,0,0,1,0,1,0,0,0,0,0,90,21,0.1891891891891892,0.8108108108108109
250270605000007,4,3,5,4,1,0,1,2,0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,3,0.10714285714285714,0.8928571428571429
250270605000008,29,58,52,32,14,15,12,2,1,0,0,0,0,27,33,16,3,2,0,18,16,28,9,6,3,11,9,6,6,1,0,0,9,0,4,0,0,0,296,126,0.2985781990521327,0.7014218009478673
250280505000001,18,26,35,20,3,4,12,2,0,0,0,0,0,16,15,4,3,0,0,16,16,15,5,4,3,10,7,6,4,0,0,0,9,4,2,1,1,0,158,103,0.3946360153256705,0.6053639846743295
250280505000002,19,33,31,21,4,6,11,1,0,0,0,0,0,18,15,5,2,1,0,26,20,15,9,5,4,20,13,5,4,1,0,0,13,3,3,0,0,0,167,141,0.4577922077922078,0.5422077922077922
250280505000003,7,10,14,9,8,2,4,0,0,0,0,0,0,7,4,1,1,0,0,9,7,9,5,3,3,11,4,0,3,0,1,0,5,3,2,1,1,0,67,67,0.5,0.5
250280505000004,32,58,56,34,8,9,14,2,1,0,0,0,0,30,27,16,5,0,0,36,42,33,9,2,3,19,22,13,9,1,0,0,14,4,3,1,0,0,292,211,0.4194831013916501,0.5805168986083499
250280505000005,18,30,24,21,9,3,5,1,0,0,0,0,0,17,8,6,4,0,0,12,20,15,13,4,2,9,11,10,2,4,0,0,1,2,1,0,0,0,146,106,0.42063492063492064,0.5793650793650794
250280505000006,15,26,30,14,8,3,2,1,0,0,0,0,0,14,14,3,1,0,0,15,15,17,5,5,4,7,11,7,3,0,0,0,4,4,1,0,0,0,131,98,0.4279475982532751,0.5720524017467249
250280505000007,26,31,34,24,6,3,15,1,0,0,0,0,0,25,14,7,1,0,0,39,32,31,17,5,7,15,30,5,2,0,0,0,9,4,3,0,0,0,187,199,0.5155440414507773,0.4844559585492228
250280505000008,17,36,31,22,5,7,4,0,0,0,0,0,0,17,17,5,2,0,0,16,16,17,7,2,5,5,11,8,3,2,0,0,5,5,1,0,0,0,163,103,0.38721804511278196,0.6127819548872181
250280505000009,29,53,56,23,22,13,18,2,0,0,0,0,0,27,21,12,2,2,0,24,27,13,21,10,14,10,15,9,0,3,0,0,9,6,0,1,0,0,280,162,0.3665158371040724,0.6334841628959276
250280505000010,6,16,21,5,6,6,6,2,0,0,0,0,0,4,6,6,0,0,0,9,4,7,5,0,1,1,7,2,3,0,0,0,2,0,0,1,0,0,84,42,0.3333333333333333,0.6666666666666666
250280505000011,7,9,10,9,6,3,3,0,1,0,0,0,0,7,3,0,1,0,0,4,4,6,4,2,1,0,4,3,6,2,0,0,0,0,0,0,0,0,59,36,0.37894736842105264,0.6210526315789474
250280505000012,21,39,32,39,16,22,5,1,0,0,0,0,0,20,15,6,3,0,0,2,5,7,2,0,5,0,1,2,3,0,0,0,1,1,1,0,0,0,219,30,0.12048192771084337,0.8795180722891566
250280505000013,15,20,19,9,7,10,12,2,0,0,0,0,0,13,6,2,1,1,0,2,2,3,1,0,1,2,1,1,1,0,0,0,1,1,0,0,0,0,117,16,0.12030075187969924,0.8796992481203008
250280505000014,18,17,19,13,2,3,8,1,0,0,0,0,0,17,9,0,0,0,0,3,3,0,4,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,107,16,0.13008130081300814,0.8699186991869918
250280505000015,17,25,23,11,7,9,13,0,1,1,0,0,0,17,9,6,0,0,0,9,6,8,1,1,2,1,6,1,1,0,1,0,3,5,0,0,0,0,139,45,0.24456521739130435,0.7554347826086957
250280505000016,22,30,17,21,12,10,18,4,0,0,0,0,0,18,13,5,2,0,0,5,5,4,3,1,5,4,3,2,2,0,0,0,2,1,0,0,0,0,172,37,0.17703349282296652,0.8229665071770335
250280505000017,10,28,28,6,4,4,6,0,0,0,0,0,0,10,12,3,1,0,0,10,17,19,9,2,4,10,9,10,7,0,1,0,1,1,2,0,0,0,112,102,0.4766355140186916,0.5233644859813084
250280505000018,13,36,28,18,9,4,10,1,1,0,0,0,0,12,18,5,2,1,0,18,22,11,9,0,10,6,14,7,2,2,0,0,4,4,0,0,0,0,158,109,0.40823970037453183,0.5917602996254682
250280505000019,23,33,42,19,10,4,8,2,1,0,0,0,0,21,10,14,1,2,0,21,27,17,8,5,8,14,14,8,5,1,0,0,7,2,1,0,0,0,190,138,0.42073170731707316,0.5792682926829268
250280505000020,18,27,32,17,10,7,5,0,0,0,0,0,0,18,14,8,1,0,1,12,20,4,5,3,5,7,5,6,0,0,0,0,7,3,0,0,0,0,158,77,0.3276595744680851,0.6723404255319149
250290405000001,19,32,19,12,6,3,3,1,0,0,0,0,0,18,10,2,3,0,0,13,7,7,5,1,0,10,9,4,0,1,0,0,4,0,1,2,0,0,128,64,0.3333333333333333,0.6666666666666666
250290405000002,38,39,41,23,6,7,4,4,1,0,0,0,0,34,19,9,0,0,0,15,19,9,3,2,3,15,11,7,0,0,0,0,4,2,1,0,0,0,225,91,0.2879746835443038,0.7120253164556962
250290405000003,28,29,38,25,4,6,19,2,2,0,0,0,0,26,11,8,3,0,0,21,18,15,9,5,1,17,12,8,4,3,0,0,9,0,1,0,0,0,201,123,0.37962962962962965,0.6203703703703703
250290405000004,51,74,63,36,12,5,19,1,0,0,0,0,0,50,43,9,3,1,0,30,22,15,6,2,4,13,18,2,2,0,1,0,12,6,1,2,0,0,367,136,0.27037773359840955,0.7296222664015904
250290405000005,9,13,21,18,4,4,3,0,0,0,0,0,0,9,4,6,2,0,0,9,6,4,3,1,0,2,7,2,0,1,0,0,2,2,0,0,0,0,93,39,0.29545454545454547,0.7045454545454546
250290405000006,18,18,23,8,6,7,2,0,0,0,0,0,0,18,7,2,2,0,0,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,111,9,0.075,0.925
250290405000007,8,13,20,16,3,3,9,1,0,0,0,0,0,7,4,3,5,0,0,1,6,1,0,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,92,16,0.14814814814814814,0.8518518518518519
250290405000008,19,30,30,10,8,0,7,0,1,1,0,0,0,19,6,6,2,0,0,9,8,11,9,4,3,5,9,2,5,3,0,0,0,1,0,0,0,0,139,69,0.3317307692307692,0.6682692307692307
250290405000009,60,50,36,20,9,9,8,3,0,0,0,0,0,57,21,6,0,0,0,21,17,8,13,2,2,13,14,2,2,2,1,0,7,1,0,0,0,0,279,105,0.2734375,0.7265625
250290405000010,18,26,23,14,1,1,3,0,1,0,0,0,0,18,13,3,0,0,0,31,25,16,11,5,4,7,24,8,4,3,0,0,7,4,0,0,0,0,121,149,0.5518518518518518,0.44814814814814813
250300105000001,37,34,41,15,8,6,14,6,1,0,0,0,0,31,19,7,4,0,0,21,13,23,12,2,4,12,12,1,5,1,0,0,9,3,2,0,0,0,223,120,0.3498542274052478,0.6501457725947521
250300105000002,38,59,41,35,19,15,27,2,3,0,0,0,0,36,27,9,3,2,0,27,21,23,15,4,5,13,22,8,4,2,0,0,5,2,1,1,0,0,316,153,0.326226012793177,0.673773987206823
250300105000003,31,54,45,30,17,7,12,1,0,1,0,0,0,30,24,13,3,1,0,16,19,19,12,7,5,9,14,6,2,0,0,0,2,6,1,1,0,0,269,119,0.30670103092783507,0.6932989690721649
250300105000004,19,47,50,31,14,11,5,1,0,0,0,0,0,18,22,10,2,1,0,28,16,11,11,6,9,7,22,5,1,2,0,0,6,1,0,0,0,0,231,125,0.351123595505618,0.648876404494382
250300105000005,29,42,33,21,7,9,23,2,1,0,0,0,0,27,19,8,2,0,0,13,26,20,16,9,9,4,8,8,3,0,1,1,5,3,2,0,1,0,223,129,0.3664772727272727,0.6335227272727273
250300105000006,28,36,44,23,7,5,7,2,0,0,0,0,0,26,17,9,3,0,0,14,12,13,14,5,7,8,10,3,3,2,0,0,4,1,1,1,0,0,207,98,0.32131147540983607,0.6786885245901639
250300105000007,33,45,51,25,13,16,11,0,1,0,0,0,0,33,17,11,2,2,0,37,39,39,17,10,15,17,28,9,7,0,1,0,9,5,0,0,1,0,260,234,0.47368421052631576,0.5263157894736842
250300105000008,13,26,32,20,11,5,7,1,0,0,0,0,0,12,11,4,1,1,0,11,13,11,9,3,7,10,5,4,2,0,0,0,6,0,1,0,0,0,144,82,0.36283185840707965,0.6371681415929203
250300105000009,34,27,39,29,23,12,16,0,0,0,0,0,0,34,14,9,2,4,1,5,20,18,15,6,13,10,4,7,5,1,1,0,1,3,2,0,0,0,244,111,0.3126760563380282,0.6873239436619718
250300105000010,21,30,26,17,11,5,6,3,1,0,0,0,0,18,11,10,1,0,0,11,14,11,5,3,6,5,7,5,2,1,0,0,4,2,0,1,0,0,160,77,0.32489451476793246,0.6751054852320675
250300105000011,7,11,15,8,8,7,3,1,0,0,0,0,0,6,2,1,3,0,1,4,1,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,73,13,0.1511627906976744,0.8488372093023255
250300105000012,16,20,24,22,10,12,2,3,0,0,0,0,0,13,12,8,1,0,0,5,6,5,3,7,2,1,5,1,0,0,0,0,0,0,0,0,1,0,143,36,0.2011173184357542,0.7988826815642458
250300105000013,24,38,38,29,17,5,5,0,1,0,0,0,0,24,21,9,7,1,0,3,8,2,3,4,3,3,3,4,0,1,0,1,0,0,0,0,0,0,219,35,0.13779527559055119,0.8622047244094488
250300105000014,4,2,1,2,1,0,4,0,0,0,0,0,0,4,2,0,0,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,20,9,0.3103448275862069,0.6896551724137931
250300105000015,20,29,30,20,14,13,11,1,0,0,0,0,0,19,12,7,3,2,0,16,21,16,8,4,4,9,13,12,4,2,0,0,3,4,1,0,1,0,181,118,0.39464882943143814,0.6053511705685619
250300105000016,18,20,23,7,2,13,24,2,2,0,0,0,0,16,8,8,0,0,0,5,10,7,5,2,6,3,4,2,0,1,0,0,1,1,0,0,0,0,143,47,0.24736842105263157,0.7526315789473684
250300105000017,28,51,37,19,9,8,13,2,1,0,0,0,0,26,24,9,2,1,0,24,19,13,6,6,3,10,19,6,2,0,0,0,5,2,0,0,0,0,230,115,0.3333333333333333,0.6666666666666666
250300105000018,20,41,48,30,10,11,12,1,0,0,0,0,0,19,18,10,4,0,0,18,19,23,17,10,9,7,10,5,8,3,0,1,8,5,0,0,0,0,224,143,0.3896457765667575,0.6103542234332425
250300105000019,15,23,35,32,13,16,10,1,0,0,0,0,0,14,8,5,3,1,0,9,12,21,12,8,8,6,7,4,4,1,1,0,2,1,3,1,0,0,176,100,0.36231884057971014,0.6376811594202898
250300105000020,20,25,34,25,11,9,14,2,1,0,0,0,0,18,13,7,1,0,0,10,9,19,8,3,2,11,6,4,1,0,0,0,4,2,2,0,1,0,180,82,0.31297709923664124,0.6870229007633588
250300115000001,46,48,56,27,15,20,26,3,1,0,0,0,0,43,22,7,0,0,0,29,27,28,10,10,10,21,23,10,1,0,1,0,6,4,2,1,0,0,314,183,0.3682092555331992,0.6317907444668008
250300115000002,27,39,42,22,7,9,11,2,0,0,0,0,0,25,12,6,2,1,0,14,22,19,16,4,3,5,10,7,2,1,0,0,4,2,1,0,0,0,205,110,0.3492063492063492,0.6507936507936508
250300115000003,15,26,31,23,7,7,11,0,1,0,0,0,0,15,12,5,1,0,0,7,7,6,5,5,3,7,7,3,2,0,0,0,0,1,0,0,0,0,154,53,0.2560386473429952,0.7439613526570048
250300115000004,15,20,9,7,7,2,5,0,0,0,0,0,0,15,12,0,4,1,0,4,6,3,4,4,5,6,4,4,0,0,1,0,0,1,0,0,0,0,97,42,0.302158273381295,0.697841726618705
250300115000005,2,5,5,4,0,0,1,0,1,0,0,0,0,2,2,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,23,7,0.23333333333333334,0.7666666666666667
250300115000006,7,10,5,2,1,2,2,0,1,0,0,0,0,7,3,2,0,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,42,9,0.17647058823529413,0.8235294117647058
250300115000007,21,34,41,28,7,6,11,5,1,0,0,0,0,16,11,12,3,0,0,13,11,15,9,4,3,6,7,3,7,0,0,0,6,2,1,2,0,0,196,89,0.312280701754386,0.6877192982456141
250310005000001,15,23,20,11,1,1,4,0,1,0,0,0,0,15,8,4,3,0,0,12,14,8,6,2,2,14,8,6,2,1,0,0,4,1,2,0,0,0,106,82,0.43617021276595747,0.5638297872340425
250310005000002,21,42,26,14,3,1,18,2,0,0,1,0,0,19,23,5,0,0,0,29,22,11,10,7,3,8,21,8,3,0,0,0,8,2,2,0,0,0,175,134,0.4336569579288026,0.5663430420711975
250310005000003,16,25,24,29,17,16,14,4,2,0,0,0,0,12,6,2,5,1,0,11,5,11,3,2,3,3,8,2,3,0,0,0,3,0,0,0,0,0,173,54,0.23788546255506607,0.762114537444934
250310005000004,15,14,11,13,3,2,6,2,1,0,1,0,0,13,4,2,2,0,0,3,3,2,1,0,1,2,2,0,1,0,0,0,1,1,1,0,0,0,89,18,0.16822429906542055,0.8317757009345794
250310005000005,24,43,37,16,6,5,14,2,0,0,0,0,1,22,15,5,1,2,0,8,11,9,1,7,1,12,5,5,3,0,2,0,3,0,2,0,0,0,193,69,0.2633587786259542,0.7366412213740458
250310005000006,9,8,11,4,2,0,2,0,0,0,0,0,0,9,7,3,0,0,0,9,3,2,3,0,1,5,7,0,0,0,0,0,2,0,1,0,0,0,55,33,0.375,0.625
250310005000007,48,58,48,34,11,7,12,0,0,0,0,0,0,48,29,8,6,0,0,20,25,13,7,2,1,12,13,11,4,0,0,0,7,4,0,0,1,0,309,120,0.27972027972027974,0.7202797202797203
250310005000008,17,21,26,11,3,5,12,2,0,0,0,0,0,15,12,8,1,0,0,13,11,12,3,3,1,13,7,4,2,0,0,0,6,1,1,0,0,0,133,77,0.36666666666666664,0.6333333333333333
250310005000009,32,29,27,12,4,3,10,2,0,0,0,0,0,30,11,8,2,1,0,27,27,12,8,3,0,9,15,13,1,2,0,0,12,3,0,0,0,0,171,132,0.43564356435643564,0.5643564356435643
250320905000001,27,46,60,24,7,6,9,1,0,1,0,0,0,26,19,11,3,0,0,52,36,17,7,8,1,25,35,15,1,1,1,0,17,6,1,0,0,0,240,223,0.4816414686825054,0.5183585313174947
250320905000002,14,24,25,13,6,4,9,0,0,0,0,0,0,14,12,6,4,0,0,10,15,10,9,3,2,13,6,6,0,2,0,0,4,1,1,1,0,0,131,83,0.3878504672897196,0.6121495327102804
250320905000003,22,37,36,13,3,2,10,0,0,0,0,0,0,22,17,10,2,1,0,19,19,16,11,2,10,8,8,4,1,0,0,0,11,4,1,1,0,0,175,115,0.39655172413793105,0.603448275862069
250320905000004,26,40,41,20,8,6,5,1,0,0,0,0,0,25,22,10,5,2,0,28,29,20,13,3,3,14,16,14,2,1,0,0,12,5,0,0,0,0,211,160,0.431266846361186,0.568733153638814
250320905000005,26,32,33,10,8,7,20,3,0,0,0,0,0,23,18,8,1,1,0,18,21,16,10,4,4,15,8,5,3,1,0,0,10,2,1,1,0,0,190,119,0.3851132686084142,0.6148867313915858
250320905000006,27,42,30,15,7,1,12,3,2,0,0,0,0,24,20,5,0,2,0,30,20,12,10,1,3,17,24,11,3,0,0,0,6,1,1,1,0,0,190,140,0.42424242424242425,0.5757575757575758
250320905000007,25,44,42,18,8,15,25,4,1,0,0,0,1,21,20,10,2,0,0,36,39,29,14,5,14,10,25,9,6,1,0,0,11,7,1,2,0,0,236,209,0.4696629213483146,0.5303370786516854
250320905000008,16,27,29,8,7,5,4,3,1,0,0,0,0,13,12,5,1,0,0,21,23,28,13,4,6,4,15,10,4,0,0,0,6,3,2,0,0,0,131,139,0.5148148148148148,0.48518518518518516
250320905000009,17,22,24,11,6,5,12,1,0,0,1,0,0,16,10,5,0,1,0,21,24,15,8,7,3,8,15,9,2,1,0,0,6,0,2,0,0,0,131,121,0.4801587301587302,0.5198412698412699
250320905000010,27,30,29,12,4,4,12,3,2,1,1,0,0,24,11,4,1,0,0,55,54,72,32,21,8,22,44,16,17,2,1,0,11,2,2,1,0,0,165,360,0.6857142857142857,0.3142857142857143
250320905000011,6,19,24,10,6,4,17,1,0,0,0,0,0,5,8,5,0,0,0,20,29,23,8,4,8,7,14,18,5,1,1,0,6,1,1,0,0,0,105,146,0.5816733067729084,0.41832669322709165
250320905000012,21,21,26,7,3,3,8,2,0,0,0,0,0,19,7,4,1,0,1,45,45,43,18,3,5,22,33,11,8,1,0,0,12,7,3,1,0,0,123,257,0.6763157894736842,0.3236842105263158
250320905000013,7,9,17,5,3,5,6,0,0,0,0,0,0,7,3,3,0,0,0,27,35,26,9,6,5,10,22,17,6,1,0,0,5,2,0,1,0,0,65,172,0.7257383966244726,0.2742616033755274
250320905000014,24,31,22,14,7,8,21,1,1,0,0,0,0,23,12,3,3,0,0,30,31,30,13,6,11,15,27,9,9,0,3,0,3,2,0,0,0,0,170,189,0.5264623955431755,0.4735376044568245
250320905000015,13,22,9,9,2,1,11,3,0,0,0,0,0,10,13,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,95,4,0.04040404040404041,0.9595959595959596
250320905000016,9,18,9,12,2,1,14,3,0,0,0,0,0,6,7,1,0,0,0,32,37,57,34,13,8,3,21,18,14,1,0,0,11,6,0,1,0,0,82,256,0.757396449704142,0.24260355029585798
250320905000017,23,32,47,20,5,5,7,0,0,0,0,0,0,23,13,14,2,0,0,18,27,15,12,4,4,7,15,10,4,1,0,0,3,4,1,0,0,0,191,125,0.39556962025316456,0.6044303797468354
250320905000018,7,6,4,3,0,0,9,1,0,0,0,0,0,6,2,1,0,0,0,0,1,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,39,8,0.1702127659574468,0.8297872340425532
250320905000019,40,45,43,12,11,7,19,6,0,0,0,0,0,34,20,8,3,0,0,14,16,13,11,2,3,5,10,2,3,1,0,0,4,3,1,0,0,0,248,88,0.2619047619047619,0.7380952380952381
250320905000020,21,16,23,11,2,5,4,2,0,0,0,0,0,19,7,7,1,0,0,14,9,13,3,5,4,5,7,0,2,0,0,0,7,4,0,0,0,0,118,73,0.38219895287958117,0.6178010471204188
250320905000021,10,24,13,7,5,4,4,0,0,0,0,0,0,10,7,6,0,1,0,7,12,11,2,2,2,1,5,5,2,0,0,0,2,2,1,0,0,0,91,54,0.3724137931034483,0.6275862068965518
250320905000022,28,31,17,10,4,6,15,1,0,0,0,0,0,27,19,5,2,0,0,9,10,7,3,1,4,10,6,5,0,0,0,0,3,1,0,0,0,0,165,59,0.26339285714285715,0.7366071428571429
250320905000023,13,7,16,5,1,3,4,0,0,0,0,1,0,13,2,5,0,0,0,8,9,5,3,1,0,2,7,3,1,1,0,0,1,3,1,0,0,0,70,45,0.391304347826087,0.6086956521739131
250320905000024,16,17,24,11,0,0,11,0,0,0,0,0,0,16,7,9,3,0,0,18,9,10,4,0,1,14,9,2,1,0,0,0,9,4,2,0,0,0,114,83,0.4213197969543147,0.5786802030456852
250320905000025,31,27,38,19,4,4,15,2,0,0,0,0,0,29,11,11,2,1,1,32,27,8,13,0,0,13,18,5,1,0,0,0,14,2,0,0,0,0,195,133,0.4054878048780488,0.5945121951219512
250320905000026,26,18,15,5,4,1,20,3,0,0,0,0,0,23,14,5,1,1,0,41,42,32,13,3,1,16,28,20,6,3,0,0,13,3,1,0,0,0,136,222,0.6201117318435754,0.37988826815642457
250320905000027,19,22,17,5,0,1,14,1,0,0,0,0,0,18,10,8,3,0,1,17,16,5,1,0,0,14,9,2,0,0,0,0,8,2,1,0,0,0,119,75,0.3865979381443299,0.6134020618556701
250320905000028,26,25,21,11,3,0,14,2,0,0,0,0,0,24,13,6,4,0,0,26,12,13,0,1,0,18,9,1,4,0,0,0,17,5,1,0,0,0,149,107,0.41796875,0.58203125
250320905000029,22,21,28,8,4,2,10,3,0,0,0,0,0,19,12,8,2,0,0,16,12,8,2,0,0,17,13,2,0,0,0,0,3,4,1,0,0,0,139,78,0.35944700460829493,0.6405529953917051
250320905000030,24,28,20,8,2,0,11,2,2,0,0,0,0,22,10,2,0,1,0,21,15,4,3,1,0,16,13,6,0,0,0,0,8,4,0,0,0,0,132,91,0.4080717488789238,0.5919282511210763
250320905000031,15,23,23,12,2,5,10,1,0,0,0,0,0,14,16,3,0,0,0,16,13,20,5,3,3,6,11,5,2,1,0,1,5,3,0,0,0,0,124,94,0.43119266055045874,0.5688073394495413
250320905000032,12,23,34,18,6,4,3,2,0,1,0,0,0,10,8,5,3,1,0,11,7,6,3,1,3,5,8,3,0,0,0,0,3,1,0,0,0,0,130,51,0.281767955801105,0.7182320441988951
250320905000033,33,29,41,35,6,1,28,4,0,1,0,0,0,29,21,12,5,1,0,24,24,22,7,2,0,23,14,6,2,2,0,0,10,6,1,0,0,0,246,143,0.3676092544987147,0.6323907455012854
250320905000034,19,29,20,5,3,5,12,6,1,0,0,0,0,13,11,2,0,0,0,16,14,14,6,4,3,9,10,7,5,0,0,0,6,3,1,0,1,0,126,99,0.44,0.56
250320905000035,10,25,19,14,8,6,5,0,1,0,0,0,0,10,10,2,0,0,0,11,5,10,4,2,1,4,8,2,0,0,0,0,3,1,1,0,0,0,110,52,0.32098765432098764,0.6790123456790124
250320905000036,37,20,21,16,15,5,21,11,2,3,0,1,0,26,6,6,3,1,1,16,8,5,1,0,0,24,5,2,2,0,0,0,11,6,1,0,0,0,195,81,0.29347826086956524,0.7065217391304348
250320905000037,46,67,76,35,8,2,12,2,2,0,0,0,0,44,22,23,5,1,0,31,25,16,9,4,2,11,17,8,0,0,0,0,14,7,1,1,0,0,345,146,0.2973523421588595,0.7026476578411406
250320905000040,12,26,28,16,6,4,10,1,0,0,0,0,0,11,18,4,3,0,0,18,20,16,11,4,3,10,11,5,3,2,0,0,7,1,1,0,1,0,139,113,0.44841269841269843,0.5515873015873016
250320905000041,17,46,34,13,8,2,10,0,0,0,0,0,0,17,28,8,0,0,0,19,27,10,8,2,0,14,13,6,1,2,0,0,6,5,0,0,0,0,183,113,0.38175675675675674,0.6182432432432432
250320905000042,7,27,33,13,7,6,5,2,0,0,0,0,0,5,10,4,1,0,0,19,15,4,5,1,2,6,10,6,0,0,0,0,9,3,0,0,0,0,120,80,0.4,0.6
250320905000043,13,21,30,25,4,8,1,3,0,1,0,0,0,10,10,8,5,0,0,26,23,25,8,7,7,10,18,5,5,0,1,0,8,8,2,1,1,0,139,155,0.5272108843537415,0.47278911564625853
250320905000044,13,25,18,9,5,1,7,1,0,0,0,0,0,12,13,4,0,0,0,19,19,19,10,4,8,7,11,3,1,0,0,0,8,3,1,1,0,0,108,114,0.5135135135135135,0.4864864864864865
250320905000045,24,26,30,15,6,7,5,5,0,0,0,0,0,19,15,7,2,0,0,31,31,16,20,7,10,8,18,15,2,1,0,0,13,3,3,1,0,0,161,179,0.5264705882352941,0.47352941176470587
250320905000046,16,32,35,7,5,0,15,2,0,0,0,0,0,14,18,9,1,1,0,19,13,9,3,3,1,11,13,9,1,0,0,0,6,2,0,0,0,0,155,90,0.3673469387755102,0.6326530612244898
250320905000047,17,19,23,10,8,1,7,2,0,0,0,0,0,15,6,4,1,1,0,14,10,11,3,2,1,9,8,3,1,0,0,0,6,4,2,0,0,0,114,74,0.39361702127659576,0.6063829787234043
250320905000048,21,26,21,4,2,4,14,5,2,0,0,0,0,16,16,4,2,1,0,22,24,23,16,11,7,16,17,5,4,2,1,0,5,5,0,1,1,0,138,160,0.5369127516778524,0.46308724832214765
250320905000049,11,23,33,16,6,3,8,2,0,0,0,0,0,9,9,10,2,0,0,24,13,14,6,6,6,4,15,6,3,0,0,0,9,3,0,1,0,0,132,110,0.45454545454545453,0.5454545454545454
250320905000050,32,48,48,11,9,6,13,1,2,0,0,0,0,31,16,11,1,1,0,26,21,14,6,5,5,8,16,7,3,0,0,0,10,3,1,0,0,0,230,125,0.352112676056338,0.647887323943662
250320905000051,12,7,4,5,2,4,9,2,1,0,0,0,0,10,2,0,1,0,0,4,8,6,2,1,2,4,4,1,0,0,0,0,0,3,0,0,0,0,59,35,0.3723404255319149,0.6276595744680851
250320905000052,15,6,9,3,2,1,6,1,0,0,0,0,0,14,0,3,0,0,0,3,5,1,1,0,0,4,1,0,0,0,0,0,2,1,0,0,0,0,60,18,0.23076923076923078,0.7692307692307693
250320905000053,28,41,32,21,6,3,11,3,1,0,0,0,0,25,19,12,1,0,0,17,28,21,14,8,7,13,12,15,4,0,0,0,5,3,4,0,0,0,203,151,0.4265536723163842,0.5734463276836158
250320905000054,19,16,15,12,4,1,16,2,1,0,1,0,0,17,7,2,0,0,0,29,33,23,22,10,8,5,26,15,3,3,0,0,3,3,1,0,0,0,113,184,0.6195286195286195,0.38047138047138046
250320905000055,26,43,52,25,11,2,18,0,2,0,0,0,0,26,20,9,5,0,0,16,28,21,13,5,9,9,15,15,2,1,0,0,1,6,2,0,0,0,239,143,0.3743455497382199,0.6256544502617801
250320905000056,31,48,42,22,9,7,11,1,2,0,0,0,0,30,26,11,2,2,0,21,28,18,8,2,4,10,17,12,2,0,0,0,4,3,2,0,0,0,244,131,0.34933333333333333,0.6506666666666666
250320905000057,7,4,4,1,1,0,11,1,0,0,0,0,0,6,3,3,0,0,0,2,4,0,2,0,1,4,2,2,0,0,0,0,0,1,0,0,0,0,41,18,0.3050847457627119,0.6949152542372882
250320905000058,23,9,10,4,0,2,8,0,0,0,0,0,0,23,4,1,1,0,0,8,8,2,2,0,0,3,4,4,0,0,0,0,4,1,0,0,0,0,85,36,0.2975206611570248,0.7024793388429752
250320905000059,9,15,22,9,6,2,12,1,0,0,0,0,0,8,9,4,1,1,0,2,4,3,1,1,0,3,2,2,0,0,0,0,0,2,0,0,0,0,99,20,0.16806722689075632,0.8319327731092437
250320905000060,15,14,5,4,1,0,6,3,0,0,0,0,0,12,6,3,1,0,0,7,8,3,5,3,1,3,7,3,1,0,0,0,0,1,0,1,0,0,70,43,0.3805309734513274,0.6194690265486725
250320905000061,24,15,20,5,2,0,11,0,0,0,0,1,0,24,10,4,1,0,0,4,6,1,3,0,0,10,0,1,1,0,0,0,4,0,0,0,0,0,117,30,0.20408163265306123,0.7959183673469388
250320905000062,25,31,44,21,10,4,14,3,0,0,0,0,0,22,16,11,0,1,0,37,34,29,11,5,6,12,25,10,7,2,0,0,12,8,0,0,0,0,202,198,0.495,0.505
