Cod_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,resp_homem,resp_mulher,prop_res_mulher,prop_res_homem
250010605000001,54,60,62,35,20,18,28,5,1,0,0,0,0,49,30,11,4,1,0,41,25,26,16,14,9,26,25,10,5,0,1,0,16,6,1,1,0,0,378,222,0.37,0.63
250010605000002,13,27,21,9,3,5,11,0,0,0,0,0,0,13,21,5,2,1,0,13,18,5,3,4,6,10,6,7,1,0,0,0,7,1,1,0,0,0,131,82,0.38497652582159625,0.6150234741784038
250010605000003,36,45,33,18,7,4,13,2,1,0,0,0,0,34,17,6,1,1,0,50,29,13,12,7,1,27,28,6,2,0,0,0,22,5,0,0,0,0,218,202,0.48095238095238096,0.5190476190476191
250010605000004,25,38,36,26,16,18,14,1,0,0,0,0,0,24,14,5,3,0,0,11,9,5,3,1,9,6,9,4,1,1,0,1,2,2,0,0,0,0,220,64,0.22535211267605634,0.7746478873239436
250010605000005,24,28,17,10,5,6,12,1,0,0,0,0,0,23,14,5,0,0,0,17,32,12,11,6,6,13,14,13,3,0,0,1,3,2,0,0,0,0,145,133,0.4784172661870504,0.5215827338129496
250010605000006,7,15,18,8,4,11,6,1,0,0,0,0,0,6,11,4,1,1,0,18,22,21,11,8,3,5,15,9,5,2,0,0,3,4,0,0,0,0,93,126,0.5753424657534246,0.4246575342465753
250010605000007,14,20,20,2,5,4,2,0,0,0,0,0,0,14,10,6,0,0,0,5,7,9,4,0,3,3,3,4,0,0,0,1,2,0,1,0,0,0,97,42,0.302158273381295,0.697841726618705
250010605000008,11,27,22,17,7,13,4,0,0,0,0,0,0,11,11,8,1,0,0,5,4,10,4,3,2,2,4,2,2,0,0,0,1,0,0,0,0,0,132,39,0.22807017543859648,0.7719298245614035
250010605000009,20,23,25,23,18,23,5,1,0,0,0,0,0,19,12,6,1,0,0,7,8,8,6,2,6,7,6,5,1,1,1,1,1,0,2,0,0,0,176,62,0.2605042016806723,0.7394957983193278
250010605000010,18,27,31,13,9,13,3,0,1,0,0,0,0,18,8,2,0,0,0,1,2,5,12,0,3,7,1,0,2,2,0,0,0,1,0,0,0,0,143,36,0.2011173184357542,0.7988826815642458
250010605000011,46,59,48,31,8,10,11,2,0,0,0,0,0,44,24,7,4,0,0,28,25,27,19,4,3,11,18,8,5,1,0,0,10,1,0,0,0,0,294,160,0.3524229074889868,0.6475770925110133
250010605000012,5,13,10,5,2,1,0,0,0,0,0,0,0,5,6,2,1,0,0,5,2,3,1,1,0,1,2,1,0,0,0,0,3,0,0,0,0,0,50,19,0.2753623188405797,0.7246376811594203
250010605000013,2,5,6,0,4,4,3,0,0,0,0,0,0,2,1,2,0,0,0,2,3,2,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,29,18,0.3829787234042553,0.6170212765957447
250010605000014,20,17,19,12,8,20,4,0,0,0,0,0,0,20,5,1,1,0,0,4,3,6,5,6,9,5,2,3,1,0,0,2,2,0,0,1,0,0,127,49,0.2784090909090909,0.7215909090909091
250020505000001,32,52,51,26,11,8,13,1,0,0,0,0,0,31,23,15,3,0,0,32,36,13,8,5,0,26,17,16,2,2,0,0,15,5,1,0,0,0,266,178,0.4009009009009009,0.5990990990990991
250020505000002,35,45,39,11,5,2,16,1,1,0,0,0,0,34,20,6,0,0,0,23,18,13,4,4,0,21,16,6,1,0,0,0,7,4,3,0,0,0,215,120,0.3582089552238806,0.6417910447761194
250020505000003,14,21,28,8,3,2,4,0,0,0,0,0,0,14,12,6,1,0,0,5,5,4,3,1,0,3,3,2,0,0,0,0,2,0,1,0,0,0,113,29,0.20422535211267606,0.795774647887324
250020505000004,18,19,21,6,2,6,4,1,0,0,0,0,0,17,5,2,1,0,0,2,0,1,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,102,11,0.09734513274336283,0.9026548672566371
250020505000005,4,7,8,4,1,3,5,0,0,0,0,0,0,4,4,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,43,4,0.0851063829787234,0.9148936170212766
250020505000006,14,25,30,16,14,10,4,0,1,0,0,0,0,14,9,7,0,1,0,9,9,6,3,4,4,4,5,2,1,1,0,0,4,5,0,0,0,0,145,57,0.28217821782178215,0.7178217821782178
250020505000007,20,25,20,15,7,5,8,0,1,0,0,0,0,20,7,5,2,0,0,11,5,5,1,0,0,3,3,0,1,0,0,0,8,0,1,0,0,0,135,38,0.21965317919075145,0.7803468208092486
250020505000008,10,15,14,7,1,1,5,1,0,0,0,0,0,9,6,0,1,0,0,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,70,8,0.10256410256410256,0.8974358974358975
250020505000009,26,38,35,22,9,12,19,4,1,0,0,0,0,22,19,6,0,0,1,15,14,9,4,5,6,15,11,1,3,0,0,0,4,4,1,0,0,0,214,92,0.3006535947712418,0.6993464052287581
250020505000010,2,0,1,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,2,0.15384615384615385,0.8461538461538461
250020505000011,48,65,41,24,5,5,15,3,1,0,0,0,0,45,31,15,1,1,1,30,20,23,14,6,0,18,21,11,2,0,0,0,9,0,3,0,0,0,301,157,0.34279475982532753,0.6572052401746725
250030405000001,35,24,31,15,5,1,17,4,0,0,0,0,0,31,8,6,1,1,0,30,30,15,8,6,2,17,18,6,3,2,0,0,12,4,1,2,0,0,179,156,0.46567164179104475,0.5343283582089552
250030405000002,32,47,33,29,6,6,27,1,0,0,0,0,0,31,20,7,4,0,0,44,39,19,11,5,11,36,31,9,7,1,0,0,13,7,1,1,0,0,243,235,0.4916317991631799,0.5083682008368201
250030405000003,31,49,41,24,8,4,17,1,0,0,0,0,0,30,21,5,6,0,0,19,36,17,10,5,2,31,13,9,4,0,0,0,6,10,1,0,0,0,237,163,0.4075,0.5925
250030405000004,13,23,14,10,9,0,3,1,0,0,0,0,0,12,11,2,2,0,0,14,13,8,8,2,4,13,7,4,0,0,0,0,7,3,2,0,0,0,100,85,0.4594594594594595,0.5405405405405406
250030405000005,24,30,25,19,6,4,8,2,0,0,0,0,0,22,17,8,3,0,1,20,12,10,3,5,1,11,12,3,1,0,0,0,8,2,0,0,0,0,169,88,0.3424124513618677,0.6575875486381323
250030405000006,14,20,19,11,4,4,7,1,0,0,0,0,0,13,11,6,0,0,0,21,14,13,9,5,2,12,14,4,1,0,0,0,7,2,1,0,0,0,110,105,0.4883720930232558,0.5116279069767442
250030405000007,24,46,40,14,3,4,4,0,1,0,0,0,0,24,25,13,1,0,0,13,12,12,11,1,3,15,7,5,1,4,0,0,6,1,2,1,0,0,199,94,0.32081911262798635,0.6791808873720137
250030405000008,28,18,54,27,9,2,7,2,0,0,0,0,0,26,6,12,3,2,0,17,30,14,10,6,5,14,10,7,6,0,0,0,7,5,1,1,0,0,196,133,0.40425531914893614,0.5957446808510638
250030405000009,33,53,37,34,10,7,17,6,0,0,0,0,0,27,27,13,0,1,0,32,35,26,10,8,4,11,15,8,3,0,0,0,17,11,8,1,0,0,265,189,0.41629955947136565,0.5837004405286343
250030405000010,44,29,51,25,8,7,22,2,0,0,1,0,0,42,13,12,3,1,0,41,40,23,17,9,6,38,30,11,3,2,0,0,11,7,2,0,0,0,260,240,0.48,0.52
250030405000011,8,3,1,4,1,0,15,2,0,0,0,0,0,6,1,0,1,0,0,22,20,21,10,8,8,13,15,9,5,2,0,0,7,2,0,0,0,0,42,142,0.7717391304347826,0.22826086956521738
250030405000012,28,29,36,18,11,3,7,3,0,0,0,0,0,25,12,5,2,0,0,14,10,14,4,4,0,9,7,4,1,0,0,0,7,1,1,0,0,0,179,76,0.2980392156862745,0.7019607843137254
250030405000013,20,25,21,17,8,7,4,0,0,0,0,0,0,20,14,5,1,1,0,20,15,7,9,2,2,5,10,3,2,0,0,0,10,2,1,0,0,0,143,88,0.38095238095238093,0.6190476190476191
250030405000014,4,5,4,3,0,1,3,0,0,0,0,0,0,4,4,0,0,0,0,11,10,8,9,7,5,1,11,4,2,0,2,0,0,0,1,0,0,0,28,71,0.7171717171717171,0.2828282828282828
250030405000015,44,32,33,27,12,11,18,4,0,0,0,0,0,40,12,6,3,0,0,35,26,30,10,11,14,24,23,8,4,2,2,0,12,1,1,0,0,0,242,203,0.45617977528089887,0.5438202247191011
250030405000016,25,29,22,15,7,11,18,2,0,0,0,0,0,23,11,4,3,1,0,19,28,29,36,21,24,5,15,12,7,10,2,1,4,3,0,0,0,0,171,216,0.5581395348837209,0.4418604651162791
250030405000017,4,7,4,5,2,5,2,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0.075,0.925
250030405000018,49,60,58,38,13,9,25,7,0,0,0,0,0,42,35,13,3,2,0,31,23,18,10,4,8,28,19,10,5,3,0,0,12,4,2,0,0,0,354,177,0.3333333333333333,0.6666666666666666
250030405000019,19,32,20,12,9,10,3,2,0,0,0,0,0,17,17,4,3,0,0,6,10,5,5,3,2,9,3,4,0,0,0,0,3,2,2,0,0,0,148,54,0.26732673267326734,0.7326732673267327
250030405000020,11,22,16,11,3,11,5,0,2,0,0,0,0,11,9,6,2,2,0,3,6,3,5,0,2,4,2,3,1,1,0,0,1,0,0,0,0,0,111,31,0.21830985915492956,0.7816901408450704
250030405000021,9,9,12,6,1,7,9,4,0,0,0,0,0,5,4,2,0,0,0,6,6,9,7,2,4,4,3,2,3,2,0,0,3,0,0,0,0,0,68,51,0.42857142857142855,0.5714285714285714
250030405000022,3,6,10,7,2,4,3,0,0,0,0,0,0,3,2,3,1,0,0,6,5,3,5,3,2,2,5,2,0,0,0,0,1,2,0,1,0,0,44,37,0.4567901234567901,0.5432098765432098
250030405000023,5,8,11,6,4,6,3,0,0,0,0,0,0,5,2,2,0,0,0,5,7,2,1,1,4,1,4,4,1,0,0,0,1,1,0,0,0,0,52,32,0.38095238095238093,0.6190476190476191
250030405000024,1,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
250030405000025,11,11,8,10,3,2,1,1,0,0,0,0,0,10,5,2,3,0,0,15,11,14,14,0,9,4,13,7,4,0,0,0,2,0,1,0,0,0,67,94,0.5838509316770186,0.4161490683229814
250030405000026,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0.3,0.7
250030405000027,4,9,15,9,6,4,5,1,0,0,0,0,0,3,5,2,1,0,0,3,2,6,2,2,7,0,3,2,1,0,0,0,0,0,0,0,0,0,64,28,0.30434782608695654,0.6956521739130435
250030405000028,28,37,33,20,5,14,14,3,1,1,0,0,0,25,16,5,1,0,0,7,8,5,5,2,2,9,5,3,0,0,0,0,2,1,0,1,0,0,203,50,0.1976284584980237,0.8023715415019763
250030405000029,20,24,16,18,5,16,10,1,0,0,0,0,0,19,11,0,2,0,0,6,4,7,5,2,5,10,5,2,1,2,1,0,1,1,0,0,1,0,142,53,0.2717948717948718,0.7282051282051282
250030405000030,37,53,39,37,17,13,20,2,0,0,0,0,0,35,23,9,3,0,0,22,10,16,6,5,7,13,15,2,3,2,0,0,7,2,0,0,0,0,288,110,0.27638190954773867,0.7236180904522613
250030405000031,11,19,2,6,0,1,21,0,2,0,0,0,0,11,8,1,0,0,0,62,76,61,36,16,10,21,47,36,13,9,1,0,15,5,0,0,0,0,82,408,0.8326530612244898,0.1673469387755102
250030405000032,15,17,15,11,2,11,4,0,0,0,0,0,0,15,9,2,2,0,0,9,6,5,1,1,0,6,2,1,0,0,0,0,7,4,0,0,0,0,103,42,0.2896551724137931,0.7103448275862069
250030405000033,6,7,12,10,7,12,8,0,0,0,0,0,0,6,3,0,1,0,0,4,4,5,1,0,3,0,3,1,3,0,0,0,1,0,0,0,0,0,72,25,0.25773195876288657,0.7422680412371134
250030405000034,4,13,8,10,4,8,4,2,0,0,0,0,0,2,6,1,2,0,0,4,8,7,10,5,7,2,4,5,0,1,1,0,0,0,0,0,0,0,64,54,0.4576271186440678,0.5423728813559322
250030405000035,7,11,15,11,7,5,4,1,0,0,0,0,0,6,6,3,2,1,0,2,0,2,2,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,79,12,0.13186813186813187,0.8681318681318682
250030405000036,19,28,28,26,23,30,19,3,1,0,0,0,0,16,7,9,5,0,2,3,3,4,3,2,5,4,2,1,2,0,0,0,1,0,1,0,0,0,216,31,0.12550607287449392,0.8744939271255061
250030405000037,18,25,19,9,2,2,11,2,0,0,0,0,0,16,9,7,0,0,0,20,21,18,11,2,4,20,11,8,2,1,0,0,9,3,0,0,0,0,120,130,0.52,0.48
250030405000038,16,36,26,15,10,9,8,4,0,0,0,0,0,12,14,8,1,0,0,18,12,11,5,7,10,22,11,5,3,0,0,1,7,2,1,0,0,0,159,115,0.4197080291970803,0.5802919708029197
250030405000039,20,36,26,17,7,5,8,1,0,0,0,0,0,19,17,9,0,1,0,20,16,22,13,3,3,12,15,7,3,1,0,0,5,3,3,0,0,0,166,126,0.4315068493150685,0.5684931506849316
250030405000040,45,66,46,30,8,5,9,3,0,0,0,0,0,42,24,10,6,0,0,35,27,35,11,6,5,14,25,10,9,1,0,0,10,2,1,0,0,0,294,191,0.3938144329896907,0.6061855670103092
250030405000041,19,14,19,13,1,9,17,1,0,0,0,0,0,18,6,3,2,0,0,20,14,16,9,6,8,13,13,8,4,1,0,0,7,3,2,0,0,0,122,124,0.5040650406504065,0.4959349593495935
250030405000042,33,28,27,21,10,11,14,2,0,0,0,0,0,31,14,4,1,2,1,22,22,17,6,5,6,10,16,7,6,0,1,0,6,4,0,0,0,0,199,128,0.39143730886850153,0.6085626911314985
250030405000043,14,28,16,16,3,8,14,1,0,0,0,0,0,13,13,5,1,0,0,13,16,16,17,12,8,15,9,7,3,1,1,0,4,3,0,0,0,0,132,125,0.48638132295719844,0.5136186770428015
250030405000044,23,20,21,14,11,13,7,2,0,0,0,0,0,21,10,4,0,0,0,25,25,31,23,10,17,11,18,10,6,4,1,0,7,2,1,1,0,0,146,192,0.5680473372781065,0.4319526627218935
250040305000001,32,62,49,24,11,3,19,2,1,0,0,0,0,30,31,11,1,1,0,36,27,21,8,4,0,20,25,8,3,0,0,0,11,7,4,0,0,0,277,174,0.3858093126385809,0.614190687361419
250040305000002,43,56,44,25,13,4,20,6,0,0,1,0,0,37,22,11,2,0,0,28,29,21,12,8,8,19,22,8,5,0,1,0,6,7,1,1,1,0,284,177,0.3839479392624729,0.6160520607375272
250040305000003,37,61,66,36,12,6,24,2,1,0,0,0,0,35,33,14,2,0,0,33,37,25,2,5,6,16,16,11,4,0,0,0,17,8,3,0,0,0,329,183,0.357421875,0.642578125
250040305000004,16,27,28,10,4,7,21,3,0,0,0,0,0,13,9,4,0,0,0,55,59,52,33,7,13,21,42,30,4,6,0,0,13,4,2,0,0,0,142,341,0.7060041407867494,0.2939958592132505
250040305000005,26,38,21,13,5,6,9,3,0,0,0,0,0,23,20,6,2,0,0,12,19,16,11,8,9,9,9,10,5,1,1,0,3,2,1,0,0,0,172,116,0.4027777777777778,0.5972222222222222
250040305000006,38,39,40,29,12,17,20,4,0,0,0,0,0,34,18,11,1,0,0,34,27,23,12,10,7,20,23,12,2,2,1,0,11,4,2,0,0,0,263,190,0.4194260485651214,0.5805739514348786
250040305000007,36,47,41,26,14,19,13,2,0,0,0,0,0,34,18,11,3,1,0,42,37,32,27,9,17,23,33,17,9,3,1,1,9,6,2,0,0,0,265,268,0.5028142589118199,0.4971857410881801
250040305000008,18,25,34,21,7,7,10,2,0,1,0,0,0,16,13,3,4,0,0,24,28,21,4,6,4,11,19,13,8,0,0,0,5,3,4,0,0,0,161,150,0.48231511254019294,0.5176848874598071
250040305000009,13,25,15,24,10,8,9,1,0,0,0,0,0,12,13,5,4,0,0,4,5,1,0,0,3,5,3,1,0,0,0,0,1,2,0,0,0,0,139,25,0.1524390243902439,0.8475609756097561
250040305000010,18,27,26,20,1,13,7,4,0,0,0,0,0,14,13,6,1,1,0,2,1,2,2,1,2,5,2,0,1,0,0,0,0,1,0,0,0,0,151,19,0.11176470588235295,0.888235294117647
250040305000011,29,53,55,41,26,25,25,2,0,1,0,0,0,27,26,6,2,0,0,18,16,16,8,8,6,10,14,6,3,0,0,0,4,0,0,1,0,0,318,110,0.2570093457943925,0.7429906542056075
250040305000012,14,13,19,16,6,4,4,1,1,0,0,0,0,13,3,4,1,0,1,3,8,10,3,4,1,2,3,5,1,1,1,0,0,0,1,0,0,0,100,43,0.3006993006993007,0.6993006993006993
250040305000013,16,21,31,20,8,5,4,0,0,0,0,0,0,16,11,2,4,0,0,6,6,11,1,3,0,2,4,3,2,0,0,0,2,1,0,0,0,0,138,41,0.22905027932960895,0.770949720670391
250040305000014,19,29,38,21,16,11,6,1,0,0,0,0,0,18,16,12,4,2,0,19,15,23,11,5,13,4,16,8,1,1,0,0,3,2,1,0,0,0,193,122,0.3873015873015873,0.6126984126984127
250040305000015,30,62,51,29,18,19,22,5,1,0,0,0,0,25,30,8,1,1,0,16,13,11,5,3,4,11,11,5,2,0,0,0,5,2,2,0,0,0,302,90,0.22959183673469388,0.7704081632653061
250040305000016,15,34,43,31,19,17,10,0,1,0,0,0,0,15,18,10,5,1,0,9,10,6,3,2,3,0,6,1,0,0,0,0,3,1,0,0,1,0,219,45,0.17045454545454544,0.8295454545454546
250040305000017,11,28,21,17,4,5,5,1,0,1,0,0,0,10,13,6,1,0,0,10,9,3,2,1,0,12,7,3,0,0,0,0,3,4,0,0,0,0,123,54,0.3050847457627119,0.6949152542372882
250040305000018,45,79,81,45,21,17,11,0,1,1,0,0,0,45,35,18,4,0,0,15,9,11,5,3,5,17,12,0,0,1,1,0,3,4,1,0,0,0,403,87,0.17755102040816326,0.8224489795918367
250040305000019,13,10,18,9,4,2,10,1,0,0,0,0,0,12,6,5,1,1,0,4,5,2,1,1,1,5,3,2,0,0,0,0,1,1,0,1,0,0,92,27,0.226890756302521,0.773109243697479
250040305000020,21,44,44,32,5,6,19,2,0,0,0,0,0,19,21,6,6,0,0,15,10,7,7,2,1,9,11,4,1,1,1,0,4,2,3,0,0,0,225,78,0.25742574257425743,0.7425742574257426
250040305000021,16,32,34,17,11,9,11,1,0,0,0,0,0,15,19,11,3,0,0,7,7,12,3,2,0,1,5,2,1,0,0,0,2,1,1,1,0,0,179,45,0.20089285714285715,0.7991071428571429
250040305000022,6,16,18,10,5,8,5,0,0,0,0,0,0,6,6,3,2,0,0,3,5,5,5,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,85,25,0.22727272727272727,0.7727272727272727
250040305000023,12,17,23,9,8,4,10,2,0,0,0,0,0,10,9,3,1,0,0,14,13,17,11,4,6,6,12,7,4,2,0,0,2,2,0,0,1,0,108,101,0.48325358851674644,0.5167464114832536
250040305000024,24,42,28,22,6,0,4,1,0,0,0,0,0,23,23,6,1,2,0,13,17,10,5,1,2,7,7,4,0,1,0,0,6,2,0,0,0,0,182,75,0.2918287937743191,0.708171206225681
250050205000001,35,40,44,27,20,7,4,3,0,0,0,0,0,32,21,7,2,2,0,18,17,16,8,10,6,21,9,5,4,0,0,0,9,4,0,1,1,0,244,129,0.34584450402144773,0.6541554959785523
250050205000002,26,30,29,18,11,12,17,1,2,0,0,0,0,25,11,8,5,1,0,27,29,21,16,5,8,15,20,8,7,1,2,0,7,3,0,2,0,0,196,171,0.4659400544959128,0.5340599455040872
250050205000003,21,32,28,32,17,15,22,4,0,0,0,0,0,17,16,4,8,1,0,22,26,14,13,13,11,7,16,8,5,3,0,0,6,4,0,1,0,0,217,149,0.40710382513661203,0.592896174863388
250050205000004,34,65,54,45,10,9,8,3,0,0,0,0,0,31,38,8,1,0,0,23,34,19,12,5,7,18,11,13,5,0,0,0,12,6,1,0,0,0,306,166,0.3516949152542373,0.6483050847457628
250050205000005,36,55,56,29,10,6,14,2,0,0,0,0,0,34,27,12,4,0,0,38,25,18,10,6,3,20,29,9,1,1,0,0,9,1,1,0,0,0,285,171,0.375,0.625
250050205000006,34,38,53,30,20,23,23,4,1,0,0,0,0,30,16,11,2,0,1,22,32,32,23,16,10,12,14,17,3,1,0,0,8,2,1,0,0,0,286,193,0.40292275574112735,0.5970772442588727
250050205000007,25,57,46,23,6,7,12,1,0,0,0,0,0,24,19,14,3,1,0,40,24,22,13,7,5,22,28,6,8,2,1,0,12,8,0,0,0,0,238,198,0.4541284403669725,0.5458715596330275
250050205000008,45,44,35,35,14,15,24,3,0,0,0,0,0,42,17,8,5,0,0,19,21,23,18,6,10,11,13,6,1,2,1,0,6,2,1,0,0,0,287,140,0.32786885245901637,0.6721311475409836
250050205000009,12,19,10,10,5,16,6,1,1,0,0,0,1,11,8,2,0,0,0,3,4,5,3,2,6,0,2,1,1,1,0,0,1,2,0,0,0,0,102,31,0.23308270676691728,0.7669172932330827
250050205000010,14,36,23,13,5,7,10,1,0,0,0,0,0,13,9,6,1,0,0,5,5,8,3,0,3,7,3,0,3,0,0,0,2,1,0,0,0,0,138,40,0.2247191011235955,0.7752808988764045
250050205000011,7,17,19,13,4,5,7,1,1,0,0,0,0,6,8,4,1,0,0,5,4,9,2,1,2,4,4,0,2,0,0,0,1,0,0,0,0,0,93,34,0.2677165354330709,0.7322834645669292
250050205000012,21,19,14,12,3,6,7,4,0,0,0,0,0,17,7,2,0,0,0,10,5,10,3,2,1,6,6,2,4,0,0,0,4,2,0,0,0,0,112,55,0.32934131736526945,0.6706586826347305
250050205000013,19,29,24,16,6,14,12,2,0,0,0,0,0,17,11,5,1,0,1,6,4,4,5,3,1,6,3,1,0,1,0,0,3,0,0,0,0,0,157,37,0.19072164948453607,0.8092783505154639
250050205000014,15,16,17,9,4,3,6,0,0,0,0,0,0,15,10,4,1,0,0,5,4,5,5,1,1,2,2,1,0,0,0,0,3,0,0,0,0,0,100,29,0.2248062015503876,0.7751937984496124
250050205000015,8,9,6,10,3,6,6,1,0,0,0,0,0,7,3,1,2,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,62,7,0.10144927536231885,0.8985507246376812
250050205000016,3,6,5,2,4,6,4,1,0,0,1,0,0,2,2,0,0,0,0,14,13,14,12,9,5,1,14,5,2,1,0,0,0,0,0,0,0,0,36,90,0.7142857142857143,0.2857142857142857
250050205000017,41,37,28,22,16,8,15,2,0,0,0,0,0,39,15,3,2,0,0,14,11,8,1,4,5,11,11,4,3,0,1,0,3,2,0,0,0,0,228,78,0.2549019607843137,0.7450980392156863
250050205000018,11,11,8,16,9,5,2,1,0,0,0,0,0,10,5,1,3,0,0,3,2,4,1,1,5,3,3,1,0,0,0,0,0,0,1,0,0,0,82,24,0.22641509433962265,0.7735849056603774
250050205000019,8,4,9,8,3,3,5,0,0,0,0,0,0,8,2,1,0,0,0,3,4,2,2,0,2,3,1,0,0,0,0,0,2,2,0,0,0,0,51,21,0.2916666666666667,0.7083333333333334
250053605000001,20,26,24,15,4,2,12,1,0,0,0,0,0,19,8,6,0,0,0,26,22,11,13,4,2,12,14,8,1,0,0,1,12,8,0,0,1,0,137,135,0.4963235294117647,0.5036764705882353
250053605000002,11,33,21,10,7,4,19,2,2,0,0,0,0,9,10,5,1,1,0,29,33,21,12,7,3,11,22,16,4,2,0,0,7,5,1,0,0,0,135,173,0.5616883116883117,0.4383116883116883
250053605000003,15,15,7,8,6,3,12,1,0,0,0,0,0,14,4,3,1,0,0,8,7,6,6,3,5,6,6,2,2,1,0,0,2,0,1,1,0,0,89,56,0.38620689655172413,0.6137931034482759
250053605000004,5,11,10,13,3,4,8,0,0,0,0,0,0,5,4,1,2,1,1,14,18,14,5,2,5,6,12,7,1,0,1,0,2,2,1,0,0,0,68,90,0.569620253164557,0.43037974683544306
250053605000005,19,8,10,7,6,3,23,3,2,0,0,0,0,16,5,2,1,0,0,14,23,18,11,6,7,5,13,10,5,3,1,0,1,1,0,0,0,0,105,118,0.5291479820627802,0.47085201793721976
250053605000006,9,7,2,7,1,3,15,2,0,0,1,0,0,7,3,0,0,0,0,21,21,20,10,4,4,8,18,8,5,3,1,0,3,2,1,0,0,0,57,129,0.6935483870967742,0.3064516129032258
250053605000007,20,22,21,19,7,6,10,3,1,1,0,0,0,17,10,5,3,1,0,18,18,32,10,3,11,10,15,11,10,2,0,0,3,0,0,0,0,0,146,143,0.49480968858131485,0.5051903114186851
250053605000008,6,8,5,4,4,2,3,0,0,0,0,0,0,6,6,0,0,0,0,2,3,4,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,44,16,0.26666666666666666,0.7333333333333333
250053605000009,18,23,28,11,9,5,26,4,0,0,0,0,0,14,12,4,0,0,1,16,22,20,15,4,4,22,10,10,2,3,1,0,6,4,1,0,0,1,155,141,0.47635135135135137,0.5236486486486487
250053605000010,34,32,20,10,0,2,8,2,1,0,0,0,0,32,15,5,3,0,0,19,13,12,2,2,0,6,9,3,1,0,0,0,10,2,0,0,0,0,164,79,0.32510288065843623,0.6748971193415638
250057705000001,20,23,21,9,0,2,10,1,0,0,0,0,0,19,9,5,0,0,0,27,27,31,16,9,5,7,23,13,6,2,0,0,4,3,0,0,0,0,119,173,0.5924657534246576,0.4075342465753425
250057705000002,26,32,18,15,7,5,7,0,0,0,0,0,0,26,14,3,1,0,0,12,13,6,2,4,0,3,12,8,1,0,0,0,0,0,0,0,0,0,154,61,0.2837209302325581,0.7162790697674418
250057705000003,5,5,9,3,1,4,6,1,0,0,1,0,0,4,4,1,1,0,0,9,9,5,2,3,3,1,7,5,3,0,1,0,2,1,0,0,0,0,45,51,0.53125,0.46875
250057705000004,9,12,13,7,8,5,10,3,0,0,0,0,0,6,1,5,1,0,0,11,8,6,6,2,4,4,9,3,1,1,0,1,2,1,0,0,0,0,80,59,0.4244604316546763,0.5755395683453237
250057705000005,5,6,4,3,1,0,9,1,0,0,0,0,0,4,0,0,1,0,0,21,27,31,12,11,9,7,18,13,4,0,2,0,3,0,0,0,1,0,34,159,0.8238341968911918,0.17616580310880828
250060105000001,30,35,39,21,10,4,25,1,0,0,0,0,0,29,20,14,2,1,0,18,29,17,10,2,1,11,13,10,1,1,0,0,5,10,1,0,0,0,231,129,0.35833333333333334,0.6416666666666667
250060105000002,25,40,46,20,11,7,25,2,1,0,0,0,0,23,14,10,3,0,0,27,38,29,21,7,13,23,18,13,8,1,0,0,9,5,0,2,1,0,227,215,0.48642533936651583,0.5135746606334841
250060105000003,23,53,56,24,14,8,11,0,0,0,0,0,0,23,26,15,1,1,0,11,19,9,9,2,4,10,9,3,0,1,0,0,2,5,0,0,0,0,255,84,0.24778761061946902,0.7522123893805309
250060105000004,22,24,19,21,14,15,17,2,0,0,0,0,0,20,18,4,3,0,0,16,17,8,9,9,4,5,12,9,3,1,1,0,4,2,0,0,0,0,179,100,0.35842293906810035,0.6415770609318996
250060105000005,20,23,37,16,10,1,9,3,0,0,0,0,0,17,11,6,1,1,0,36,29,22,19,6,8,9,28,11,4,0,0,0,8,4,1,0,0,0,155,185,0.5441176470588235,0.45588235294117646
250060105000006,18,17,29,11,3,3,10,1,0,0,0,0,0,17,9,4,2,0,1,17,14,8,4,7,1,12,10,3,1,0,0,0,7,2,0,0,2,0,125,88,0.4131455399061033,0.5868544600938967
250060105000007,18,34,24,12,7,5,6,2,1,0,0,0,0,16,19,2,2,0,0,12,15,10,7,3,4,10,9,1,3,0,0,0,3,6,0,0,0,0,148,83,0.3593073593073593,0.6406926406926406
