Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
120040105000120,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,1,549,1900,3.46,3.78,353.46,286969.84,572.42,339559.47,221.92,189976.13,591.78,287914.85
120040105000121,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,352,1314,3.73,3.34,692.1,728662.4,863.9,761235.98,400.57,416791.6,750.52,518454.03
120040105000122,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,298,1086,3.64,2.71,752.2,1293007.57,922.45,1429176.58,447.94,743830.75,793.65,1044159.88
120040105000123,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,358,1363,3.81,3.69,840.09,2059655.12,934.02,2202645.32,440.25,869114.97,792.73,1286219.59
120040105000124,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,1,340,1343,3.95,3.68,571.85,258215.56,668.14,237288.02,321.84,173018,585.16,160470.29
120040105000125,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,1,378,1538,4.07,4.23,539.86,355111.48,643.75,356573.99,296.52,233357.57,599.32,290278.81
120040105000126,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,354,1366,3.86,4.16,851.75,482015.54,933.5,451873.55,472.37,385611.87,813.16,386692.27
120040105000127,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,209,763,3.65,3.2,802.67,366361.17,882.94,331944.63,472.14,331683.64,766.91,312650.14
120040105000128,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,339,1272,3.75,4.07,800.48,1592980.92,875.36,1676721.32,455.76,1024947.68,833.63,1560695.09
120040105000129,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,620,2202,3.55,2.83,664.49,632888.49,784.73,653092.67,411.46,385492.02,728,451681.81
120040105000130,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,371,1312,3.54,2.4,1003.43,6870438.71,1152.54,7722206.5,609.54,2992090.42,1003.13,4531642.83
120040105000131,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,252,925,3.67,2.39,699.19,417585.47,779.63,402849.45,410.27,311870.01,684.71,332623.3
120040105000132,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,298,1107,3.71,3.51,815.88,2404254.94,961,2693576.06,462.33,1041354.51,835.05,1570732.87
120040105000133,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,408,1426,3.5,2.56,687.11,426496.81,805.58,404533.03,422.99,345898.51,756.11,366461.97
120040105000134,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,408,1442,3.53,2.88,1038.25,3541532.36,1206.86,3914232.49,585.2,1585608.33,981.27,2271112.02
120040105000135,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,352,1300,3.69,3.51,882.08,1346118.95,995.17,1406350.82,504.27,694471.16,852.24,877413.02
120040105000136,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,425,1400,3.29,2.28,1060.56,3014010.9,1306.49,3392707.87,767.02,1709771.51,1216.98,2165804
120040105000137,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,321,1188,3.7,2.94,1184.31,6659383.02,1397.66,7564187.87,672.57,2564472.76,1084.62,3690487.74
120040105000138,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,270,925,3.43,2.74,2078.08,135160923.38,2191.72,142331468.26,1060.88,49895315.88,1654.62,76893403.34
120040105000139,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,430,1560,3.63,3.46,1380.39,2544962.24,1413.25,2559141.92,757.85,1442163.63,1158.47,1740783.73
120040105000140,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,541,1780,3.29,2.87,3104.05,33285396.58,3580.58,36696331.63,1969.31,18535802.46,3009.19,25201355.25
120040105000141,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,263,932,3.54,2.69,1119.43,1901156.93,1206.6,1944195.89,672.94,1290653.81,1093.34,1638083.79
120040105000142,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,437,1578,3.61,3.05,1242.91,2612872.47,1321.53,2674405.66,665.35,1421344.36,1077.51,1858269.06
120040105000143,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,385,1475,3.83,3.81,688.55,6778487.19,1194.1,11171592.15,384.81,2407594.19,907.45,5208835.6
120040105000144,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,298,1089,3.65,3.43,913.42,1045650.91,993.43,1057803.47,535.55,679307.56,907.61,813812.04
120040105000145,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,323,1210,3.75,2.67,2041.67,3398521.55,2134.18,3354940.82,1074.91,2256479.36,1683.44,2509869.14
120040105000146,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,278,1056,3.8,2.97,1483.53,3069493.41,1611.02,3128117.9,799.54,1732085.76,1324.05,2174717.57
120040105000147,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,300,1136,3.79,3.03,2152.94,51023920.26,2392.16,56139952.18,1048.02,16654651.1,1774.96,26934250.11
120040105000148,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,282,1009,3.58,2.25,2311.23,7163734.93,2555.95,7297283.69,1309.76,4826791.39,2014.67,6006441.19
120040105000149,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,294,1012,3.44,2.32,2403.57,5985440.34,2523.75,5981396.39,1310.23,3546290.09,1971.85,4033232.83
120040105000150,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,325,1122,3.45,3,1105.99,2547130.05,1190.22,2641174.51,699.99,1528761.36,972.75,1859660.7
120040105000151,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,268,897,3.35,2.5,2331.31,5380980.79,2421.67,5370682.53,1347.26,3818619.3,1860.95,4319517.03
120040105000152,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,203,783,3.86,2.91,2552.08,9227415.48,2712.42,9372999.61,1294.45,5766800,2057.3,7600169.45
120040105000153,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,335,1220,3.64,2.3,2108.28,4695244.16,2495.67,4590812.89,1325.2,3290530.27,2062.68,3600992.44
120040105000154,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,257,912,3.55,3.45,1901.13,3315594.42,2115.11,3235842.49,1139.18,3263177.77,1716.19,3927004.84
120040105000155,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,285,1108,3.89,2.72,2572.89,8903861.25,2685.98,8991793.54,1333.49,4312205.27,1848.05,5026204.52
120040105000156,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,265,989,3.73,3.7,1094.8,1313681.12,1301,1292747.57,675.69,946867.91,1121.16,1071926.51
120040105000157,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,225,867,3.85,4.11,734.35,460718.93,822.03,443565.74,422.19,323475.41,750.45,328651.8
120040105000158,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,239,803,3.36,2.33,3518.77,12958927.71,3857.74,12899355.21,2081.12,9132819.99,3126.18,10454804.93
120040105000159,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,243,864,3.56,3.31,2103.42,8130656.73,2203.16,8297156.14,1065.69,3782161.15,1626.81,4862960.92
120040105000160,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,332,1173,3.53,3.54,1542.34,2456075.66,1610.25,2454862.24,861.82,1593899.22,1320.5,1836893.25
120040105000161,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,283,723,2.55,1.69,2020.12,5971273.59,2286.77,6150418.2,1306.1,4038758.64,1874.64,4732634.42
120040105000162,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,303,858,2.83,2.08,1302.37,2645053.85,1494.77,2748605.11,850.03,1718370.16,1332.58,2051558.79
120040105000163,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,104,354,3.4,3.25,2618.27,4204550.37,2669.61,4149397.86,1393.1,3061690.95,2116.44,3120796.62
120040105000164,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,268,754,2.81,1.8,2325.32,4739332.23,2424.85,4700693.17,1329.43,3392123.57,1912.31,3765536.04
120040105000165,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,276,806,2.92,2.07,1641.76,2183900.2,1783.96,2119121.99,978.33,1692098.88,1491.2,1814629.47
120040105000166,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,304,1127,3.71,3.81,1113.1,2273980.17,1291.53,2408569.25,651.45,1186189.76,1096.57,1509148.35
120040105000167,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,340,1156,3.4,2.4,1548.63,4570589.13,1737.73,4800857.81,977.83,2773748.77,1448.14,3427768.53
120040105000168,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,278,1008,3.63,2.68,4743.85,26826305.35,5275.16,27028911.02,2538.13,13484646.04,3516.09,15244416.06
120040105000169,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,481,1456,3.03,2.85,1901.53,6187333.31,1979.73,6287188.64,1176.6,3521774.22,1593.86,4106278.23
120040105000170,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,359,1209,3.37,2.67,1094.08,1288918.84,1168.97,1289604.08,667.24,878775.45,1014.92,983975.91
120040105000171,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,360,1284,3.57,2.9,951.42,928785.24,1067.01,918256.32,529.57,641699.72,952.32,751556.76
120040105000172,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,319,1069,3.35,4.3,1066.4,1420195.57,1111.7,1430198.24,600.72,820113.19,911.23,961319.43
120040105000173,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,314,1085,3.46,2.77,901.21,684165.61,979.17,666955.04,500.73,528528.62,881.95,594827.81
120040105000174,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,305,1031,3.38,2.51,1357.59,1375777.76,1442.74,1339093.93,758.13,1001128.8,1225.53,1045612.4
120040105000175,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,258,912,3.53,2.93,1113.98,1331807.36,1223,1328800.56,624.21,889270.36,1018.82,1049755.83
120040105000176,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,299,1166,3.9,3.19,691.57,500230.05,914.95,457236.17,407.05,392714.6,819.48,452773.46
120040105000177,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,261,911,3.49,2.8,1254.58,2509269.64,1341.99,2567029.79,753.74,1734999.94,1113.12,2163106.01
120040105000178,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,253,861,3.4,4.11,1487.22,2620681.15,1542.07,2632802.71,814.55,1739184.23,1210.73,2106183.35
120040105000179,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,157,529,3.37,3.4,825.25,1008541.7,925.46,1038482.45,539.54,943876.62,903.61,1253073.01
120040105000180,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,406,1597,3.93,3.35,553.18,265478.24,704.04,231558.39,383.63,247544.82,689.11,234135.27
120040105000181,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,343,1227,3.58,2.95,1382.24,4990439,1730.33,5647253.61,1191.81,18409617.39,1877.78,27731819.18
120040105000182,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,321,1055,3.29,3.4,1229.55,1820751.54,1370.44,1836356.94,711.35,1135819.48,1110.86,1330258.48
120040105000183,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,317,1082,3.41,2.76,1064.86,2441913.91,1513.73,2793353.57,842.53,1794687.77,1375.28,2197545.9
120040105000184,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,331,1222,3.69,3.05,562.68,731276.49,1001.33,862834.21,409.43,453173.33,887.54,558239.48
120040105000185,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,249,917,3.68,2.75,732.71,621809.39,894.33,614388.88,422.73,372160.12,743.73,416126.63
120040105000186,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,271,966,3.56,3.25,744.01,691560.38,872.84,698891.63,491.99,1343044.17,867.16,2043455.19
120040105000187,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,323,1168,3.62,2.81,696.33,860547.46,925.57,931969.38,423.38,529018.88,835.69,699982.6
120040105000188,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,318,1195,3.76,3.65,512.59,449901.01,791.29,474099.61,306.46,300507.71,695.8,411660.41
120040105000189,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,265,982,3.71,3.94,625.82,461761.33,721.05,463369,377.01,341585.07,645.05,411702.71
120040105000190,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,347,1319,3.8,3.66,729.05,412749.16,798.04,396698.76,413.96,332869.58,651.79,369152.27
120040105000191,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,691,2604,3.77,3.66,819.55,3112725.98,931.43,3433973.6,481.3,2089997.18,848.01,3372533.38
120040105000192,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,325,1227,3.78,3.53,696.67,487094.84,767.52,482235.89,428.18,402306.67,716.42,466744.42
120040105000193,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,321,1171,3.65,2.77,1053.36,1083261.93,1112.27,1078304.24,648.9,2189737.43,1003.43,3031765.1
120040105000194,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,289,1039,3.6,2.71,1329.44,1119695.32,1387.04,1088204.45,676.77,813644.54,1172,828653.43
120040105000195,1,Região Norte,12,Acre,1202,Vale do Acre,12004,Rio Branco,00,Municípios não pertencentes a estrutura de RM,1200401,RIO BRANCO,120040105,RIO BRANCO,12004010500,RIO BRANCO,1200401000,RIO BRANCO (todos os setores),1,0,311,1132,3.64,2.02,2100.38,4060895.07,2410.4,3912471.91,1045.45,2601830.98,2084.42,3022762.46
